AuthorID,Author,Date,Content,Attachments,Reactions,LLM1_Label,LLM1_Score,LLM2_Label,LLM2_Score,LLM3_Label,LLM3_Score
1.13533E+18,cathyloom,2024-02-02T08:21:50.4750000+08:00,"I never heard of this Aetheria, prob cos Im new. Either way exciting development for real.",,👍 (1),positive,0.855060756,neutral,0.405897528,positive,0.803003311
3.29782E+17,ile9466,2024-02-02T10:26:42.5380000+08:00,Yeah implies that you can glide down like Link with a sailcloth. And then sail around to other dcl towns/worlds like windwaker?,,,neutral,0.868411064,negative,0.437205791,neutral,0.55807519
3.29782E+17,ile9466,2024-02-02T10:30:10.6380000+08:00,Really need the foundation to deliver on this 2024 manifesto 🙏🙏🙏,,,positive,0.643135607,positive,0.583026886,positive,0.401455998
3.17681E+17,gtrfrost,2024-02-02T10:48:16.9150000+08:00,Being able to see buildings in the distance is going to be a game changer :)],,,positive,0.95350498,positive,0.475682467,positive,0.919926584
1.13533E+18,cathyloom,2024-02-02T12:01:20.3430000+08:00,Let's not forget the added utility and immersivenes VR brings.,,,positive,0.700659394,neutral,0.392080337,positive,0.776679456
1.18797E+18,greakagent,2024-02-02T14:40:49.1180000+08:00,GM everyone,,,positive,0.511583805,positive,0.517634571,neutral,0.433558792
1.18797E+18,greakagent,2024-02-02T14:40:51.9530000+08:00,I am new here,,,neutral,0.719896853,positive,0.721126676,neutral,0.530487776
1.18797E+18,greakagent,2024-02-02T14:41:13.9780000+08:00,"I wanted to ask that, is decntraland has anything to do with ENS?",,,neutral,0.920612574,negative,0.574932992,neutral,0.848507583
3.20633E+17,newbia,2024-02-02T18:41:07.0210000+08:00,hey,,,neutral,0.566643298,positive,0.425508618,neutral,0.46303466
1.05989E+18,_cicadaa_,2024-02-02T21:03:49.6260000+08:00,"Hi, @Greakagent. Welcome to Decentraland's Community server. I'll be happy to look into your inquiry. However, can you please share more details about it? If you're asking about what Decentraland offers to ENS domain owners, let me introduce the WORLDs feature to you. WORLDs are your own personal 3D space in the Decentraland ecosystem that exists outside the boundaries of Genesis City. You can learn more about this feature here: https://docs.decentraland.org/creator/worlds/about/.",,,positive,0.804003716,positive,0.628631771,neutral,0.445011586
1.05989E+18,_cicadaa_,2024-02-02T21:07:44.3410000+08:00,"Hi, @Romeo. We're glad that you made it to Decentraland's Community server. Please take some time to review our server's #rules and refrain from duplicating your posts. I see you also posted this topic on the #☣-random channel, so I will remove this post from this channel now.",,,positive,0.839598894,negative,0.402572274,neutral,0.407010078
3.20633E+17,newbia,2024-02-02T21:17:14.4580000+08:00,afternoon,,👋 (1),neutral,0.560448468,positive,0.4675982,positive,0.372719616
3.20633E+17,newbia,2024-02-02T21:21:36.2900000+08:00,how is every one,,,neutral,0.78140372,positive,0.469020814,neutral,0.60340929
1.03163E+18,exercuicem,2024-02-02T22:51:29.1190000+08:00,Hello,,,positive,0.528298736,positive,0.621158719,neutral,0.446422011
3.20633E+17,newbia,2024-02-02T22:54:07.2650000+08:00,🙂,,,positive,0.659326673,positive,0.416104198,positive,0.453825027
1.19844E+18,hendra0943,2024-02-03T00:48:17.9860000+08:00,Hi,,,neutral,0.464065582,positive,0.598570883,neutral,0.464265019
1.18797E+18,greakagent,2024-02-03T01:42:35.5130000+08:00,"I meant, will decentraland ever build on ENS?",,,neutral,0.90659523,negative,0.443078667,neutral,0.672227681
1.05989E+18,_cicadaa_,2024-02-03T03:23:17.8820000+08:00,"Hi, @Hen dra. 👋 Welcome to Decentraland's Community server.",,,positive,0.685066283,positive,0.613031268,positive,0.538295209
1.05989E+18,_cicadaa_,2024-02-03T04:23:50.7050000+08:00,"Thanks for your response. However, I apologize, but I think I'm still trying to read between the lines about your inquiry. When it comes to ENS, the only information we have is the one I shared with you earlier, which was about the WORLDs feature. You may also check this blog post for more details about it: https://decentraland.org/blog/about-decentraland/decentraland-worlds-your-own-virtual-space.",,,neutral,0.799073398,positive,0.505153418,neutral,0.550313413
3.02286E+17,peanutbutta.,2024-02-03T05:06:10.6260000+08:00,Decentraland names have been built off ens since 2020,,,neutral,0.784621358,negative,0.417721331,neutral,0.778520942
4.08121E+17,nft_world,2024-02-03T06:53:25.7370000+08:00,DCL names are subdomains of the dcl.eth ENS. For example name.dcl.eth,,🙏 (1),neutral,0.91456002,negative,0.437604368,neutral,0.81611836
4.08121E+17,nft_world,2024-02-03T06:55:00.5550000+08:00,You can use ENS records to connect your DCL name to your metamask account in order to receive payments at name.dcl.eth,,,neutral,0.876184344,positive,0.471396923,neutral,0.797059715
4.08121E+17,nft_world,2024-02-03T06:56:08.0910000+08:00,You can also edit the ENS records in order to redirect name.dcl.eth.link to a website address,,,neutral,0.923372388,negative,0.42348364,neutral,0.741056681
3.20633E+17,newbia,2024-02-03T20:45:06.8750000+08:00,afternoonh,,,neutral,0.712470651,positive,0.480310738,neutral,0.374796659
1.07745E+18,williamedwards7407,2024-02-03T21:02:42.0410000+08:00,Hey,,,neutral,0.488614678,positive,0.697959661,neutral,0.47642374
1.05989E+18,_cicadaa_,2024-02-03T21:03:39.2920000+08:00,"Hi, @williamedwards7407. 👋  Welcome to Decentraland's Community server.",,,positive,0.75316602,positive,0.629517019,positive,0.536012769
3.20633E+17,newbia,2024-02-03T21:25:22.9060000+08:00,how is every one,,,neutral,0.78140372,positive,0.469020814,neutral,0.60340929
8.84866E+17,zcayel.,2024-02-04T00:41:04.0540000+08:00,anyone having problems with deploying worlds/lands?,,,neutral,0.539485574,negative,0.466819495,negative,0.579774857
9.38404E+17,skillet,2024-02-04T00:46:50.8440000+08:00,"To deploy a scene to a world via the CLI, you need to specify the target server in the deployment command-line and use the Worlds Content Server URL.",,,neutral,0.923416197,positive,0.522478402,neutral,0.762256622
8.84866E+17,zcayel.,2024-02-04T00:59:51.3810000+08:00,ty 4 d rply,,,neutral,0.667985678,positive,0.429899007,neutral,0.38161698
8.74077E+17,cheddarqueso,2024-02-04T04:08:57.3180000+08:00,Hola 😄,,,positive,0.934451342,positive,0.444062173,positive,0.580820143
7.27289E+17,sacrateghoul,2024-02-04T05:38:49.0310000+08:00,"👀Howdy'O Folks!!
How are you all doing in this beautiful day, you adorable people?",,,positive,0.984097004,positive,0.846843064,positive,0.860980928
8.74077E+17,cheddarqueso,2024-02-04T07:52:06.0730000+08:00,Running around in world right now. ABC adventures is on. :pepecryrun:,,,neutral,0.675111175,positive,0.438602448,neutral,0.617143571
4.77609E+17,_pumaa,2024-02-04T08:52:08.1880000+08:00,does the decentraland marketplace take a fee?,,,neutral,0.926231861,negative,0.396911621,neutral,0.815969408
4.08121E+17,nft_world,2024-02-04T10:29:56.8750000+08:00,Yeah 2.5%. Paid by the seller (deducted from sale amount),,,neutral,0.839611351,positive,0.705561936,neutral,0.863359332
3.20633E+17,newbia,2024-02-04T14:40:48.5680000+08:00,morning,,,neutral,0.4742679,positive,0.502994955,positive,0.432168216
8.12073E+17,azubuikem,2024-02-04T16:57:53.2750000+08:00,Austin here,,,neutral,0.846687555,positive,0.602858663,neutral,0.560663939
1.10388E+18,zigg.,2024-02-04T21:30:47.2310000+08:00,Hello @Augustine! Welcome to Decentraland's Discord server. 🫡,,,positive,0.882191956,positive,0.719892681,positive,0.606694102
3.20633E+17,newbia,2024-02-04T22:06:36.3530000+08:00,afternoon,,,neutral,0.560448468,positive,0.4675982,positive,0.372719616
1.13548E+18,.gh00st3r,2024-02-05T00:08:38.7890000+08:00,hlo,,,neutral,0.596109569,positive,0.478243887,neutral,0.401319772
9.78751E+17,fernandestpix14,2024-02-05T02:01:18.8370000+08:00,hi 🙂,,,positive,0.802303851,positive,0.406930864,positive,0.5424034
1.10388E+18,zigg.,2024-02-05T02:06:00.1330000+08:00,Hello @FERNANDESTPIX! Welcome to Decentraland's Discord server. 🤗,,,positive,0.954955161,positive,0.714598477,positive,0.675076008
9.30863E+17,psyriiis,2024-02-05T06:31:27.6890000+08:00,im working on some dates for future events saturday nights 11pm est. how many peeps are feeling that,,,neutral,0.908113718,negative,0.517462015,neutral,0.82837373
9.30863E+17,psyriiis,2024-02-05T06:32:05.6030000+08:00,i wanna make you all dance irl and also in world,,partyfrog (2),positive,0.844436705,negative,0.469838798,neutral,0.51100111
9.78751E+17,fernandestpix14,2024-02-05T07:51:22.7860000+08:00,🙂,,,positive,0.659326673,positive,0.416104198,positive,0.453825027
3.20633E+17,newbia,2024-02-05T13:46:09.5800000+08:00,morning,,,neutral,0.4742679,positive,0.502994955,positive,0.432168216
8.74077E+17,cheddarqueso,2024-02-05T20:45:17.6860000+08:00,Buenos dias. 🤪,,,positive,0.700828791,positive,0.561666727,positive,0.748886108
3.20633E+17,newbia,2024-02-05T21:07:15.7780000+08:00,hey,,,neutral,0.566643298,positive,0.425508618,neutral,0.46303466
7.0273E+17,metaryuk,2024-02-05T21:22:11.8270000+08:00,anyone owning a Decentraland NAME or planning to mint/purchase a NAME must read this. https://twitter.com/DecentralandDAO/status/1754214225051099513,,"❤️ (1),💯 (1),dcl (1)",neutral,0.875754774,positive,0.389001787,neutral,0.855577171
1.18749E+18,benjitateofficial,2024-02-05T22:16:34.6720000+08:00,This is Kandy Girl my new discord account,,,neutral,0.871925354,positive,0.537978292,neutral,0.797234774
1.18749E+18,benjitateofficial,2024-02-05T22:16:56.1540000+08:00,looking for blender designers again,,,neutral,0.723083019,positive,0.541503787,neutral,0.830379963
5.39828E+17,_.valkyr._,2024-02-05T22:57:28.7140000+08:00,"Welcome back, @Benji Tate.😊 If you're looking for 3D designers, feel free to post this on the #🗿-scenes-and-3d channel. You can also reach out to our verified studio partners here: https://studios.decentraland.org/studios.:dcl:",,,positive,0.864591181,positive,0.620429456,positive,0.520580947
3.98892E+17,cybermike.,2024-02-05T23:06:53.5530000+08:00,"unable to dm you, if you need a hand with some of the events",,,neutral,0.726598322,negative,0.416629076,neutral,0.559462667
1.10959E+18,jonesy3410,2024-02-06T07:00:32.4520000+08:00,"Hi new to coding on the ethereum platform and to Decentraland so far Ive learned alot hope to not only learn, but also maybe become apart of something huge!",,,positive,0.978932977,positive,0.489557683,positive,0.839778185
6.47268E+17,olgaforce3d,2024-02-06T08:24:52.1790000+08:00,Hello! Very excited to join as a MESH builder!,,,positive,0.989689827,positive,0.988513529,positive,0.859191418
6.78662E+17,yokk8077,2024-02-06T11:10:53.7180000+08:00,Does anyone know if fashion week is happening this March?,,,neutral,0.959684193,negative,0.449081749,neutral,0.904059172
4.14203E+17,catadecruz,2024-02-06T12:36:12.7030000+08:00,Fashion Week is postponed to September this year.,,,negative,0.606722295,positive,0.357674599,neutral,0.683126926
6.78662E+17,yokk8077,2024-02-06T12:38:10.4850000+08:00,thank you for the info👍,,,positive,0.933983684,positive,0.830157578,positive,0.866688251
8.27796E+17,mavic_holic,2024-02-06T16:50:59.4550000+08:00,hi guys,,,positive,0.501775205,positive,0.47383672,positive,0.45898363
8.27796E+17,mavic_holic,2024-02-06T16:52:49.9320000+08:00,"I want to know the initial price of 1 Land NFT in Decentraland, does anyone remember it?",,,neutral,0.900048018,negative,0.378016233,neutral,0.901757658
8.27796E+17,mavic_holic,2024-02-06T16:53:25.9570000+08:00,How can I check,,,neutral,0.872231841,positive,0.477557123,neutral,0.819763422
8.27796E+17,mavic_holic,2024-02-06T16:58:27.4640000+08:00,"hmm the first ""mint price""",,,neutral,0.901313365,positive,0.420982718,neutral,0.705904245
8.27796E+17,mavic_holic,2024-02-06T17:58:45.3320000+08:00,hi guys,,,positive,0.501775205,positive,0.47383672,positive,0.45898363
3.98892E+17,cybermike.,2024-02-06T18:51:42.6570000+08:00,"I think the starting bid price was 1,000 mana back in late 2017 auction",,,neutral,0.911591589,positive,0.437739193,neutral,0.84392494
8.74077E+17,cheddarqueso,2024-02-06T20:52:02.3970000+08:00,Me too! I've invited a few professors from my school and hopefully will be giving a guided tour for some students. 😁,,"✨ (2),dcl (2)",positive,0.941426694,positive,0.897086859,positive,0.667536795
1.05989E+18,_cicadaa_,2024-02-06T21:38:45.8380000+08:00,"Hey, @Jonesy. 👋 We're glad that you made it to Decentraland's Community server. We'll look forward to your future content in DCL.",,,positive,0.982591987,positive,0.565905988,positive,0.895109951
3.98892E+17,cybermike.,2024-02-07T01:16:08.5220000+08:00,Link to my work if you need anything built! (under community tab - share your work) https://discord.com/channels/417796904760639509/797191580150005760/1204475051965947946,,,neutral,0.597390592,positive,0.673396766,neutral,0.807487965
9.13578E+17,shuki415,2024-02-07T08:48:40.3940000+08:00,hi,,,neutral,0.472392023,positive,0.511991799,neutral,0.444212824
4.56227E+17,Deleted User,2024-02-07T08:48:53.8230000+08:00,Hello,,,positive,0.528298736,positive,0.621158719,neutral,0.446422011
7.0273E+17,metaryuk,2024-02-07T09:11:09.4700000+08:00,@Kaze_no_Kai skem,,"✅ (1),🙏 (1)",neutral,0.828146577,positive,0.466924936,neutral,0.505145788
1.0526E+18,Tickets#5253,2024-02-07T20:03:03.0840000+08:00,A ticket was created here: #deleted-channel,,,neutral,0.920534611,positive,0.481309295,neutral,0.892502248
1.12548E+18,mohsen01370,2024-02-07T21:14:34.8010000+08:00,"I'm new and don't know where to start
Can we make money without buying land?

What is the price of the cheapest land?",,,neutral,0.653006196,negative,0.559636593,neutral,0.56486553
6.53873E+17,mohy2020,2024-02-07T21:34:35.5760000+08:00,hi,,👋 (1),neutral,0.472392023,positive,0.511991799,neutral,0.444212824
9.30219E+17,monaghanj_55477,2024-02-07T21:41:19.9340000+08:00,Hi I am Jonathan,,👋 (1),neutral,0.640433371,positive,0.594257951,neutral,0.781867385
5.39828E+17,_.valkyr._,2024-02-07T21:52:37.0770000+08:00,"Hi there, @omid, @mohy_Jabbari and @monaghanj. Welcome to Decentraland's Discord server.:dcl:",,,positive,0.826628327,positive,0.588492334,positive,0.547108948
5.39828E+17,_.valkyr._,2024-02-07T21:59:21.4720000+08:00,"You may earn without purchasing land. You can sell wearables, which you can obtain by participating in events or playing games. Once you've collected those wearable rewards, you can sell them on the marketplace.🙂 Also, here is the marketplace link for the cheapest lands: https://decentraland.org/marketplace/lands?assetType=nft&section=land&vendor=decentraland&page=1&sortBy=cheapest&onlyOnSale=true",,,neutral,0.513123214,positive,0.537892044,neutral,0.612297297
1.20459E+18,rtilse,2024-02-08T09:04:22.1050000+08:00,Hi,,👋 (2),neutral,0.464065582,positive,0.598570883,neutral,0.464265019
3.85952E+17,kbone84,2024-02-08T13:57:38.5420000+08:00,hello,,👋 (1),neutral,0.509061694,positive,0.671252906,neutral,0.530605257
1.16881E+18,anne67skillmanf9,2024-02-08T19:51:44.7210000+08:00,Hello,,,positive,0.528298736,positive,0.621158719,neutral,0.446422011
1.10388E+18,zigg.,2024-02-08T20:01:26.3140000+08:00,Hello @rtil and @Kbone! Welcome to Decentraland's Discord server. 🫡,,,positive,0.888725996,positive,0.691761494,positive,0.584996879
1.17472E+18,malcom_vr,2024-02-09T01:04:50.6310000+08:00,Hello,,👋 (1),positive,0.528298736,positive,0.621158719,neutral,0.446422011
9.89045E+17,bocat__,2024-02-09T11:48:26.7030000+08:00,what a silly place,,,negative,0.868043125,negative,0.542661965,negative,0.959496677
1.13533E+18,cathyloom,2024-02-09T12:04:07.1740000+08:00,gm,,,neutral,0.658952713,positive,0.436276972,neutral,0.449879706
4.08121E+17,nft_world,2024-02-09T12:08:52.2990000+08:00,"Hey @Ryan | Covalent! Your interest in Decentraland is appreciated but we don’t allow advertising for things that aren’t directly DCL related here (rule #6 in #rules). That being said, I think you’d be fine reposting that in #☣-random",,,neutral,0.697957397,positive,0.38089183,positive,0.415261298
8.23509E+17,chinuaj,2024-02-09T12:44:10.8460000+08:00,Hi,,👋 (1),neutral,0.464065582,positive,0.598570883,neutral,0.464265019
1.03924E+18,ryan_covalent,2024-02-10T02:59:19.4210000+08:00,"Ah I see, thanks @Doug | NFTWorld.io , I'll repost there. Thanks 🙂",,👍 (1),positive,0.879377604,positive,0.907978654,positive,0.728144288
9.17406E+17,natusdavid,2024-02-10T04:49:35.9140000+08:00,Hello,,,positive,0.528298736,positive,0.621158719,neutral,0.446422011
1.05989E+18,_cicadaa_,2024-02-10T05:02:56.9340000+08:00,"Hi, @david. 👋  Welcome to Decentraland's Community server.",,💯 (1),positive,0.781390011,positive,0.626069129,positive,0.555624723
4.08121E+17,nft_world,2024-02-10T16:02:00.0850000+08:00,Hey @david! We don’t allow advertising here as per rule #6 of the #rules. Feel free to try #☣-random instead,,🙏 (1),negative,0.703110933,positive,0.414013535,negative,0.519070268
8.74077E+17,cheddarqueso,2024-02-10T22:42:28.2060000+08:00,"GM DCL fam. Would you like to bring back the old hearts emote? Did you know that Decentraland has a system for the community to request features directly with the foundation? Please comment and vote on my proposal to bring hearts back to Decentraland! I made a tweet about it here with a link to the Canny post. Love love. 💕 

https://twitter.com/CheddarQueso3D/status/1756325633255194688?s=19",,❤️ (1),positive,0.788701355,positive,0.838175595,positive,0.566787362
1.07403E+18,lacoisi,2024-02-11T08:05:41.1900000+08:00,:parrot:,,,neutral,0.824180961,negative,0.686452866,neutral,0.51845032
1.02069E+18,backside.,2024-02-11T22:42:59.8500000+08:00,hi guys,,,positive,0.501775205,positive,0.47383672,positive,0.45898363
1.02069E+18,backside.,2024-02-11T22:43:16.3050000+08:00,how can we make sense of the tokenIds of the lands?,,,neutral,0.798364103,negative,0.557218075,neutral,0.651415348
1.02069E+18,backside.,2024-02-11T22:44:08.5300000+08:00,some IDs are 'normal' like 5654,,,neutral,0.822319686,neutral,0.438996941,neutral,0.731558502
1.02069E+18,backside.,2024-02-11T22:44:39.8420000+08:00,"and others are the decoded X&Y location values according to the contract, like 115792089237316195423570985008687907841019819456486779354776098140369474027597",,,neutral,0.91142863,positive,0.525077939,neutral,0.780855298
1.02069E+18,backside.,2024-02-11T22:44:49.9240000+08:00,is there a way to fetch all existing tokenIds?,,,neutral,0.945494533,negative,0.578012705,neutral,0.770392179
1.10388E+18,zigg.,2024-02-11T23:13:52.3750000+08:00,"Yes, you can fetch all existing tokenIds for Decentraland parcels by interacting with the Decentraland smart contract on the Ethereum blockchain using tools like Web3.js or ethers.js. Query the contract to retrieve the list of tokenIds, then process the results accordingly. Remember to consider potential costs, such as gas fees, and scalability issues. Additionally, I advise conducting your own research (DYOR) on this matter.",,,neutral,0.846005976,positive,0.588641286,neutral,0.667384267
1.02069E+18,backside.,2024-02-11T23:26:42.4070000+08:00,reading chain-data has no gas fees luckily : ),,,positive,0.882690728,neutral,0.42712757,positive,0.518667161
1.02069E+18,backside.,2024-02-11T23:27:04.4490000+08:00,i think i see some logic unfolding in the contracts,,,neutral,0.699798048,negative,0.421315283,neutral,0.572082758
1.02069E+18,backside.,2024-02-11T23:27:09.3790000+08:00,there is estates and single-lands,,,neutral,0.850541949,positive,0.385631084,neutral,0.745621502
1.02069E+18,backside.,2024-02-11T23:28:44.6700000+08:00,and the estates have (what looks like) chronological tokenId order,,,neutral,0.910243571,positive,0.414581954,neutral,0.831234694
1.02069E+18,backside.,2024-02-11T23:28:58.6820000+08:00,"and the single-lands, are encoded location params",,,neutral,0.864396095,negative,0.48226577,neutral,0.742268324
1.10388E+18,zigg.,2024-02-12T00:00:59.0030000+08:00,"Additionally, you might find valuable information in this document: https://docs.decentraland.org/player/market/api/. 😁",,,positive,0.962905884,positive,0.662400305,positive,0.672039926
1.02069E+18,backside.,2024-02-12T00:14:41.2750000+08:00,"nice, thanks for your help friend 💪",,🫡 (1),positive,0.981584668,positive,0.990462244,positive,0.881725729
9.0304E+17,dolores2850,2024-02-12T03:02:38.6250000+08:00,"Hi, I just joined.  Anyone creating a cube display in Decentraland for the MESHFair?  I’ve started working on it but wondered what tools others have found to be valuable for created the 3D effect.",,,neutral,0.727792263,negative,0.493444979,positive,0.481523931
1.10388E+18,zigg.,2024-02-12T04:11:27.1850000+08:00,"Hello, if you're interested in learning about the tools used to create a cube in the MESHFair, you can join our Discord channel #dclaw24-creators and ask your question there. Our community members can provide you with information about the tools they're using for cube creation.",,❤️ (1),neutral,0.685272932,positive,0.562960029,neutral,0.682851017
9.0304E+17,dolores2850,2024-02-12T13:16:09.7820000+08:00,Thank you for the info.,,,positive,0.778593898,positive,0.960756361,positive,0.858468413
7.85575E+17,paypass,2024-02-12T21:15:07.9740000+08:00,"Hello guys, how i can unlock my MANA from Terraform?

0xCCA95E580BbbD04851EBFB85F77FD46C9b91f11C, this contract i locked in",,,neutral,0.767378867,negative,0.410419106,neutral,0.759588003
5.39828E+17,_.valkyr._,2024-02-12T22:55:26.1510000+08:00,"Hi there, @PayPass.🤗  Welcome to Decentraland's Discord server. For concerns regarding the Terraform event, kindly send an email to legal@decentraland.org for more information. Thank you for your cooperation and understanding.",,,positive,0.85447216,positive,0.836570621,positive,0.584250808
8.69232E+17,xp_zzz,2024-02-12T23:40:29.4240000+08:00,"Hi there, Maybe someone can enlighten me on DAO voting question here. I have polygon MANA in my wallet, though it doesn't look like I have any voting power, ie my votes are not casted.",,,neutral,0.730158329,negative,0.560385406,negative,0.592474163
5.39828E+17,_.valkyr._,2024-02-13T00:37:01.7800000+08:00,"Welcome to Decentraland's Discord server, @XpZ.👋 Regarding your voting power concerns, make sure that you are logged in using the correct wallet that is holding the MANA (and other relevant tokens like NAMES or LAND). You can also clear your browser's cache and check again. For more information about voting power, kindly refer to this documentation page: https://docs.decentraland.org/player/general/dao/dao-userguide/#voting-power.",,,neutral,0.654075444,negative,0.477278948,neutral,0.737408161
3.88053E+17,hueppow,2024-02-13T02:50:00.5290000+08:00,"Hi everyone , somebody know when MVFW24 approximately?",,,neutral,0.868227184,negative,0.379759103,neutral,0.839824975
1.83099E+17,hprivakos,2024-02-13T03:13:37.6900000+08:00,"Sometimes within 2024, approximately",,🤣 (2),neutral,0.871193051,positive,0.455453187,neutral,0.813979328
8.79228E+17,kimbonft,2024-02-13T06:58:58.0090000+08:00,Fashion Week will be in Septemeber this year.,,❤️ (1),neutral,0.82308346,positive,0.500230551,neutral,0.756547809
1.13533E+18,cathyloom,2024-02-13T07:00:48.7230000+08:00,@Kim Currier should we expect to see brand partnerships?,,,neutral,0.952950001,negative,0.410741806,neutral,0.874937832
1.19663E+18,victoriatrade15,2024-02-13T20:03:17.1710000+08:00,Good morning,,,positive,0.851368248,positive,0.883274674,positive,0.664162457
8.69232E+17,xp_zzz,2024-02-13T21:08:45.6690000+08:00,"I'm logged in, my wallet contains MANA (on Polygon) and is on ethereum mainnet but I can clearly see the comment ""You need at 1 VP to vote"" Does it matter if MANA was sent to the wallet after the snapshot?",,,neutral,0.914004207,negative,0.545224071,neutral,0.748493254
5.39828E+17,_.valkyr._,2024-02-13T22:29:28.5450000+08:00,Hello!👋 Your voting power when you cast a vote on a proposal will be equivalent to your balance at the time the proposal was made. Kindly refer to this link: https://docs.decentraland.org/player/general/dao/dao-userguide/#what-happens-if-your-voting-power-changes-before-a-proposal-closes.,,,neutral,0.84417063,positive,0.501569748,neutral,0.724293649
1.13271E+18,drakesunders,2024-02-14T00:18:20.5410000+08:00,Hi all,,👋 (1),positive,0.612811387,positive,0.548449278,neutral,0.48072648
5.39828E+17,_.valkyr._,2024-02-14T01:12:51.7890000+08:00,"Good morning, @Victoria.🌞 Hello, @Drake Sunders. Welcome to Decentraland's Discord server.:dcl:",,,positive,0.944438875,positive,0.850846946,positive,0.693603456
1.19663E+18,victoriatrade15,2024-02-14T01:14:45.9290000+08:00,Thanks,,,positive,0.715068221,positive,0.949521363,positive,0.457881808
3.88053E+17,hueppow,2024-02-14T04:46:07.7380000+08:00,"Hi, any idea how to add highlight to the estate? 
Like..  ""2 parcels away from road"" ?",,,neutral,0.888915002,positive,0.376789331,neutral,0.780527771
5.39828E+17,_.valkyr._,2024-02-14T05:15:39.1700000+08:00,"Hello there, @Huepow.👋  Can you elaborate on what you mean by adding a highlight to the estate?",,,neutral,0.708879411,positive,0.533529937,neutral,0.65429914
2.03806E+17,metawolf93,2024-02-14T10:41:35.3190000+08:00,that can be interesting @support,,🙏 (1),positive,0.920015931,positive,0.822843969,positive,0.675479889
4.31375E+17,fancydcl,2024-02-14T13:20:19.6740000+08:00,It’s been here for 3 hours with everyone atted… 😂 yikes,,,negative,0.701574504,positive,0.406747133,negative,0.928158283
9.89045E+17,bocat__,2024-02-14T13:23:36.7700000+08:00,Mods might just be happy to have content in decentraland?,,😆 (1),neutral,0.603320479,positive,0.776266098,positive,0.569759727
1.04308E+18,kaze_no_kai,2024-02-14T14:18:25.3620000+08:00,"Hey, just removed the spam and banned the users, even if they use the ""everyone"" tag it will not send out a notification",,❤️ (1),negative,0.569326639,negative,0.728956223,negative,0.743306756
1.19663E+18,victoriatrade15,2024-02-14T19:51:45.6750000+08:00,Good morning 🩷,,,positive,0.947244942,positive,0.886432827,positive,0.704711735
3.29507E+17,helpimstreaming,2024-02-14T20:55:44.2400000+08:00,https://twitter.com/helpimstreaming/status/1757736448961270194,,,neutral,0.879379451,positive,0.620277464,neutral,0.772390425
3.29507E+17,helpimstreaming,2024-02-14T20:55:48.1390000+08:00,happy v day!,,,positive,0.980802417,positive,0.98403877,positive,0.798432171
1.19663E+18,victoriatrade15,2024-02-14T21:29:14.6170000+08:00,Happy Valentine’s Day 🩷,,❤️ (1),positive,0.982705474,positive,0.930629551,positive,0.76046133
3.88053E+17,hueppow,2024-02-15T01:01:06.0710000+08:00,"At the market, when chose parcel or estate , you can see highlights like „1 parcel away from road“ ,  so I just minted estate a week or two ago from 4 parcels and I don’t have there highlight „2 parcels away from road“ , how can I add this highlight ?",,,neutral,0.745562673,negative,0.495288253,neutral,0.497967422
